id，天赋描述，天赋图片名称，需要的天赋点数，增加属性的多少，到一定等级解锁
1,生命值上限+10%,tffl1.png,1,0.1,1
2,经验值上限+10%,tffl2.png,1,0.1,1
3,攻击值上限+10%,tffl3.png,2,0.1,1
4,防御值上限+10%,tffl4.png,2,0.1,1
5,生命值上限+10%,tffl2.png,1,0.1,2
6,生命值上限+10%,tffl2.png,2,0.1,2
7,生命值上限+10%,tffl2.png,1,0.1,2
8,生命值上限+10%,tffl2.png,2,0.1,2
9,生命值上限+10%,tffl2.png,1,0.1,2
10,生命值上限+10%,tffl2.png,1,0.1,2
11,生命值上限+10%,tffl2.png,2,0.1,2
12,生命值上限+10%,tffl2.png,1,0.1,2
13,生命值上限+10%,tffl2.png,1,0.1,2
14,生命值上限+10%,tffl2.png,2,0.1,2
15,生命值上限+10%,tffl2.png,1,0.1,2
16,生命值上限+10%,tffl2.png,1,0.1,2
17,生命值上限+10%,tffl2.png,1,0.1,2
18,生命值上限+10%,tffl2.png,2,0.1,2
19,生命值上限+10%,tffl2.png,1,0.1,2
20,生命值上限+10%,tffl2.png,1,0.1,2
